id,Gender,Meaning,Name,Origin
9691,Girl,"Idea, imagination, fancy",Kalpana,Hindi
9692,Girl,Inventor,Kalpee,Bengali
9693,Boy,Imaging of god,Kalpesh,Bengali
9694,Boy,Lord of perfection,Kalpesh,Hindi
9695,Boy,,Kalpit,Bengali
9696,Girl,"Imagined, creative",Kalpita,Bengali
9697,Girl,Imagined,Kalpita,Hindi
9698,Boy,Na,Kalwindar,Sikh
9699,Boy,Welfare,Kalyan,Bengali
9700,Boy,Fortunate,Kalyan,Hindi
9701,Boy,Mercy,Kalyan,Sikh
9702,Girl,"May you be happy,auspicious",Kalyani,Bengali
9703,Girl,"Blissful, fortunate",Kalyani,Hindi
9704,Girl,Rosebud,Kalyca,Greek
9705,Boy,God of love,Kamadev,Bengali
9706,Boy,God of love,Kamadev,Hindi
9707,Girl,"Goddess lakshmi or parvati, one with loving eyes",Kamakshi,Bengali
9708,Girl,Parvati,Kamakshi,Hindi
9709,Girl,"Durga, granter of wishes",Kamakya,Bengali
9710,Boy,Lotus,Kamal,Bengali
9711,Girl,Lotus,Kamal,Hindi
9712,Boy,The perfect one,Kamal,Hindu
9713,Girl,Unsoiled like the flower lotus,Kamal,Sikh
9714,Girl,Name of goddess lakhsmi,Kamala,Bengali
9715,Girl,Lotus,Kamala,Hindi
9716,Girl,Lotus,Kamala,Hindu
9717,Boy,Lord brahma,Kamalaj,Bengali
9718,Boy,Lord brahama,Kamalaj,Hindi
9719,Boy,Lord vishnu,Kamalakar,Bengali
9720,Boy,With beautiful lotus type eyes,Kamalaksh,Bengali
9721,Boy,Lotus eyed,Kamalanayan,Bengali
9722,Boy,Lord vishnu,Kamalapati,Bengali
9723,Boy,Brother of lotus ( sun),Kamalbandhu,Bengali
9724,Girl,Na,Kamaldeep,Sikh
9725,Girl,Na,Kamaldip,Sikh
9726,Boy,Lord of kamala,Kamalesh,Bengali
9727,Boy,Lord vishnu,Kamaleshwar,Bengali
9728,Boy,"Spirit guide, protector",Kamali,Arabic
9729,Boy,"Spirit guide, protector",Kamali,Persian
9730,Girl,Goddess lakshmi,Kamalika,Bengali
9731,Girl,Lakshmi,Kamalika,Hindi
9732,Girl,The lotus plant with its flower,Kamalini,Bengali
9733,Girl,Lotus,Kamalini,Hindi
9734,Girl,"One who, like the lotus is unsoiled",Kamaljot,Sikh
9735,Girl,Lotus bud,Kamalkali,Bengali
9736,Boy,Lord vishnu,Kamalkant,Bengali
9737,Boy,Lord vishnu,Kamalnath,Bengali
9738,Boy,Lotus eyed,Kamalnayan,Bengali
9739,Boy,Protector of the flower lotus,Kamalpal,Sikh
9740,Girl,One who loves the flower lotus,Kamalpreet,Sikh
9741,Boy,Brave lotus,Kamalvir,Sikh
9742,Boy,Desired,Kaman,Bengali
9743,Girl,"Desire,wish",Kamana,Bengali
9744,Girl,Desire,Kamana,Hindi
9745,Girl,Desire,Kamana,Hindu
9746,Girl,Like the moon,Kamaria,Others
9747,Boy,Unrestrained,Kamat,Bengali
9748,Boy,Fortunate,Kambiz,Arabic
9749,Boy,"Conch shell, elephant",Kamboj,Bengali
9750,Boy,"Desolate, arid",Kame,African
9751,Girl,Precious one,Kamea,Hawaiian
9752,Boy,Beautiful,Kameel,Bengali
9753,Girl,Most perfect,Kameela,Arabic
9754,Girl,Young ceremonial attendant,Kamella,Hungarian
9755,Girl,Crooked nose,Kameryn,American
9756,Boy,Lord of love,Kamesh,Bengali
9757,Boy,Lord of love,Kamesh,Hindi
9758,Boy,Kama god,Kameshwary,Bengali
9759,Boy,Loving,Kami,Hindi
9760,Girl,Divine aura,Kami,Japanese
9761,Boy,Desired,Kamik,Bengali
9762,Boy,Perfect,Kamil,Arabic
9763,Boy,Perfect,Kamil,Bengali
9764,Boy,Perfect,Kamil,Persian
9765,Boy,Nine qualities of god,"Kamil, kameel = perfect; one of the nine",Arabic
9766,Girl,"Complete, perfect","Kamila, kaamilah",Arabic
9767,Girl,Perfection,Kamilah,Egyptian
9768,Girl,Perfection,Kamili,African
9769,Girl,Ceremonial attendant,Kamilia,Polish
9770,Girl,Joyful,Kamin,Japanese
9771,Girl,Flower,Kamini,Bengali
9772,Girl,A woman,Kamini,Hindi
9773,Boy,Name of the lord of vishnu,Kamlakant,Bengali
9774,Boy,Brightness,Kamlakar,Bengali
9775,Boy,God of lotus,Kamlesh,Bengali
9776,Boy,God of lotus,Kamlesh,Hindi
9777,Girl,Desire,Kamna,Hindi
9778,Girl,Na,Kamneev,Sikh
9779,Boy,A raga,Kamod,Bengali
9780,Boy,He fulfills wishes,Kamod,Hindi
9781,Girl,Perfume,Kampilya,Bengali
9782,Boy,Sweet,Kampu,Bengali
9783,Girl,Moon,Kamra,Arabic
9784,Boy,Cupid,Kamraj,Bengali
9785,Boy,Success,Kamran,Bengali
9786,Boy,Successful,Kamran,Persian
9787,Boy,Slayer of kamsa,Kamsantak,Bengali
9788,Boy,"Happy wish, desire",Kamshad,Arabic
9789,Boy,Medicinal,Kamuzu,African
9790,Girl,Capable,Kamya,Hindi
9791,Boy,Successful,Kamyar,Arabic
9792,Boy,"An atom, lord krishna",Kana,Bengali
9793,Girl,Powerful,Kana,Japanese
9794,Boy,An ancient name,Kanad,Bengali
9795,Boy,Origin of everything,Kanagarajan,Bengali
9796,Boy,Lord krishna,Kanahiya,Bengali
9797,Boy,Lord krishna,Kanaiya,Bengali
9798,Boy,Lord krishna,Kanaiya,Hindi
9799,Boy,Gold,Kanak,Bengali
9800,Boy,Gold,Kanak,Hindi
9801,Girl,Lover of gold,Kanak priya,Bengali
9802,Girl,Gold,Kanaka,Bengali
9803,Girl,Gold,Kanaka,Hindi
9804,Girl,A fairy tale,Kanakabati,Bengali
9805,Girl,Name of a tree & its sweet sented flower,Kanakachapa,Bengali
9806,Girl,Name of a tree & its sweet sented flower,Kanakachompak,Bengali
9807,Girl,Paddy,Kanakachur,Bengali
9808,Girl,A golden creeper,Kanakalata,Bengali
9809,Girl,The lustre of gold,Kanakaprabha,Bengali
9810,Boy,Shining,Kanal,Bengali
9811,Boy,"A garden, forest, lord krishna",Kanan,Bengali
9812,Girl,Jungle,Kanan,Hindi
9813,Girl,"Garden, forest",Kanan,Hindu
9814,Girl,Forest,Kanan,Sikh
9815,Girl,Nymph of the forest,Kananbala,Bengali
9816,Girl,Thicked haired,Kanankuntala,Bengali
9817,Boy,A hindu sage,Kanav,Hindi
9818,Boy,Flower,Kanchan,Bengali
9819,Girl,Gold,Kanchan,Hindi
9820,Girl,Gold,Kanchana,Hindi
9821,Boy,Golden hued body,Kanchanabha,Bengali
9822,Girl,"Golden mountain,mount sumeru",Kanchangiri,Bengali
9823,Girl,Second highest pick of world,Kanchanjangha,Bengali
9824,Girl,Golden luster,Kanchanprabha,Bengali
9825,Girl,Awomans\'s girdle,Kanchi,Bengali
9826,Boy,Cloud,Kandan,Bengali
9827,Boy,God of love,Kandarp,Bengali
9828,Boy,Cupid,Kandarpa,Bengali
9829,Girl,Firstborn daughter,Kande,African
9830,Boy,God,Kandhan,Bengali
9831,Boy,"Honor, tribute",Kane,Celtic/Gaelic
9832,Boy,"Honor, tribute",Kane,Irish
9833,Boy,Enough,Kanelo,African
9834,Girl,A raven,Kanga,American
9835,Boy,Lord krishna,Kanha,Bengali
9836,Boy,Krishna,Kanha,Hindi
9837,Boy,Lord krishna,Kanhaiy,Bengali
9838,Boy,Lord krishna,Kanhaiya,Bengali
9839,Boy,Lord krishna,Kanhaiyalal,Bengali
9840,Boy,One of the childhood name of lord krishna,Kanhu,Bengali
9841,Girl,A small particle,Kani,Bengali
9842,Girl,Girl,Kani,Hindi
9843,Girl,Atom,Kanika,Bengali
9844,Girl,Black,Kanika,Egyptian
9845,Girl,Molecule,Kanika,Hindi
9846,Boy,"Power, indestructible vishnu like.",Kanil,Bengali
9847,Girl,The pupil of the eye,Kaninika,Bengali
9848,Girl,Grain,Kanira,Hindi
9849,Boy,Caring,Kanish,Bengali
9850,Boy,An ancient king,Kanishk,Bengali
9851,Boy,Name of a king,Kanishka,Bengali
9852,Boy,Youngest,Kanishta,Bengali
9853,Boy,Lord brahma,Kanj,Bengali
9854,Boy,Lord brahama,Kanj,Hindi
9855,Boy,Another name of lord krishna,Kanji,Bengali
9856,Girl,Sour rice water that stands over night,Kanjika,Bengali
9857,Girl,Bird,Kanjri,Hindi
9858,Girl,Bangle,Kankan,Bengali
9859,Girl,A small bell,Kankani,Bengali
9860,Girl,A small bell,Kankanika,Bengali
9861,Girl,A ceremony,Kankanjali,Bengali
9862,Boy,Bull,Kankeya,Bengali
9863,Girl,Gold glit,Kankrangita,Bengali
9864,Boy,The lord krishna\'s name,Kannan,Bengali
9865,Boy,Free one,Kanoa,Hawaiian
9866,Girl,Little bird,Kanoni,African
9867,Girl,Beauty,Kanta,Hindi
9868,Girl,"Wife,beautiful",Kantha,Bengali
9869,Boy,Necklace,Kanthabhusan,Bengali
9870,Girl,Necklace,Kanthamala,Bengali
9871,Girl,Adam\'s apple,Kanthamani,Bengali
9872,Boy,Lustre; loveliness,Kanthi,Bengali
9873,Girl,Light,Kanti,Hindi
9874,Boy,Lustrous,Kantilal,Bengali
9875,Boy,Lustrous,Kantimoy,Bengali
9876,Boy,Lord krishna,Kanu,Bengali
9877,Boy,Lord krishna,Kanu,Hindi
9878,Girl,Radha,Kanupriya,Bengali
9879,Boy,Name of a saint,Kanv,Bengali
9880,Boy,Young prince,Kanvar,Bengali
9881,Boy,Prince,Kanvar,Hindi
9882,Boy,Young prince,Kanvar,Sikh
9883,Girl,Water lily,Kanwal,Arabic
9884,Boy,Lotus,Kanwal,Bengali
9885,Boy,Detached & unsoiled like the lotus flower,Kanwal,Sikh
9886,Boy,Lotus,Kanwaljeet,Bengali
9887,Boy,Lotus,Kanwaljit,Hindi
9888,Boy,"Lotus, lord krishna",Kanwalkishore,Bengali
9889,Girl,Princely eyes,Kanwalnain,Sikh
9890,Girl,Strong,Kaori,Japanese
9891,Girl,Fragrant,Kaoru,Japanese
9892,Boy,Lord shiva,Kapaali,Bengali
9893,Boy,Lord shiva,Kapali,Bengali
9894,Girl,An epithet of durga,Kapalini,Bengali
9895,Girl,The goddess durga,Kapalmalini,Bengali
9896,Boy,Lord hanuman,Kapeesh,Bengali
9897,Boy,Lord of monkeys,Kapeeshwar,Bengali
9898,Boy,Name of a sage,Kapil,Bengali
9899,Boy,Sage; sun,Kapil,Hindi
9900,Boy,Master of kapil,Kapil dev,Bengali
9901,Girl,Cow,Kapila,Bengali
9902,Girl,Sacred cow,Kapila,Hindi
9903,Boy,Prophet,Kapila,Hindu
9904,Boy,One with a white horse,Kapilashwar,Bengali
9905,Boy,Lord hanuman,Kapish,Bengali
9906,Boy,Lord hanuman,Kapish,Hindi
9907,Boy,Righteous,Kapono,Hawaiian
9908,Boy,Saffron,Kapoor,Hindi
9909,Girl,Sweet melody,Kara,Celtic/Gaelic
9910,Girl,Sweet melody,Kara,Irish
9911,Girl,Flower,Karabi,Bengali
9912,Girl,Flower,Karabi,Hindi
9913,Girl,Sweet melody,Karah,American
9914,Boy,Loan,Karaj,Sikh
9915,Boy,"Kindness, favor, bounty, clemency",Karam,Arabic
9916,Girl,On whom there is god's grace,Karam,Sikh
9917,Girl,The light of god's grace,Karamdeep,Sikh
9918,Boy,Winner over obstacles,Karamjot,Bengali
9919,Girl,Light of god's grace,Karamjot,Sikh
9920,Boy,The keeper of god's grace,Karampal,Sikh
9921,Girl,The lover of god's grace,Karampreet,Sikh
9922,Boy,"Karna, the firstborn of kunti",Karan,Bengali
9923,Boy,Pure,Karan,Greek
9924,Boy,Instrument,Karan,Hindi
9925,Boy,The first ray of sunlight,Karan,Sikh
9926,Girl,The lamp with the first ray of sunlight,Karandeep,Sikh
9927,Girl,Na,Karanjit,Sikh
9928,Boy,,Karanveer,Bengali
9929,Boy,Brave and kind like the warrior karan,Karanvir,Bengali
9930,Girl,Life and wisdom,Karasi,African
9931,Boy,Mustard seed,Kardal,Arabic
9932,Boy,Enormous,Kare,Scandinavian
9933,Boy,Very generous,Kareem,Arabic
9934,Boy,"Kind, generous, noble",Kareem,Bengali
9935,Boy,Very generous,Kareem,Persian
9936,Boy,"Bountiful, generous, merciful, epithet of god",Kareem karim,Arabic
9937,Girl,Generous; noble,Kareema,Arabic
9938,Girl,Kind,Kareen,Sikh
9939,Girl,Pure,Karen,Greek
9940,Girl,Pure one,Karena,Scandinavian
9941,Boy,"Son of lord shiva and leader of deva army, kartik means hindu month",Karhik,Bengali
9942,Girl,Pure of heart,Kari,Greek
9943,Girl,Untouched,Karida,Arabic
9944,Boy,Arrived in autumn,Karif,Arabic
9945,Boy,Arrived in autumn,Karif,Persian
9946,Boy,Born in autumn,"Karif, kareef",Arabic
9947,Boy,A form of carrick,Karik,American
9948,Boy,Actress,Karika,Bengali
9949,Boy,Derived from kareem,Karim,Arabic
9950,Boy,"Generous, a title of god, the merciful being",Karim,Bengali
9951,Boy,Derives from kareem,Karim,Persian
9952,Boy,"Generous, noble, friendly, precious and distinguished","Karim, kareem",Arabic
9953,Girl,"Generous lady, bountiful; something invaluable","Karima, kareemah",Arabic
9954,Girl,Generous one,Karimah,African
9955,Girl,"Generous, noble","Karimah, kareema",Arabic
9956,Girl,Pure,Karin,Greek
9957,Girl,Dear little one,Karina,Scandinavian
9958,Girl,Graceful,Karis,Greek
9959,Girl,Miracle,Karishma,Hindi
9960,Boy,Derived from charles,Karl,German
9961,Girl,Strong and womanly,Karla,German
9962,Girl,Little and womanly,Karli,German
9963,Girl,Little and womanly,Karlyn,Greek
9964,Boy,Kruti karna,Karm,Bengali
9965,Boy,Fate,Karm,Hindi
9966,Boy,Deed,Karma,Bengali
9967,Girl,Fate,Karma,Hindi
9968,Girl,Fate,Karma,Hindu
9969,Girl,"Deeds, work",Karma,Sikh
9970,Boy,Meaning karma - the act of doing - origin sanskrit,Karman,Bengali
9971,Girl,Lord of the castle,Karman,Celtic/Gaelic
9972,Boy,God of action,Karmendra,Bengali
9973,Boy,God of action,Karmendra,Hindi
9974,Girl,"Song, songstress",Karmina,Biblical
9975,Girl,"Song, songstress",Karmina,Hebrew
9976,Girl,Trees,Karmiti,American
9977,Girl,Trees,Karmiti,Native-American
9978,Boy,Winner over obstacles,Karmjit,Bengali
9979,Boy,Winner over obstacles,Karmjit,Hindi
9980,Boy,The ear,Karn,Bengali
9981,Girl,Horn of an animal,Karna,African
9982,Boy,The firstborn of kunti,Karna,Bengali
9983,Boy,The pandavas half brother,Karna,Hindi
9984,Boy,Na,Karnail,Sikh
9985,Boy,Famed,Karnam,Bengali
9986,Boy,Famed,Karnam,Hindi
9987,Boy,"Mythological character - eldest of the pandavas. he was generous, loyal, and always kept his word.",Karnan,Bengali
9988,Boy,Lord of mercy,Karnesh,Bengali
9989,Boy,Judge,Karnik,Bengali
9990,Girl,Ear ring,Karnika,Bengali
9991,Boy,Loard of karuppasamy,Karpakaraj,Bengali
9992,Girl,Created name,Karsen,American
9993,Girl,Anointed one,Karsten,Greek
9994,Boy,From karl's town,Karston,English
9995,Boy,Master,Kartar,Bengali
9996,Boy,Lord of creation,Kartar,Hindi
9997,Boy,Creative like god,Kartar,Sikh
9998,Boy,Responsibilities,Kartavya,Bengali
9999,Boy,Duty,Kartavyaa,Bengali
10000,Boy,Other name of murugan,Karteek,Bengali
10001,Boy,Lord subramaniam,Karthekeya,Bengali
10002,Boy,Name of one of the months,Kartik,Hindi
10003,Boy,God of war,Kartikeya,Hindi
10004,Girl,Full moon in bengali month of kartika,Kartiki,Bengali
10005,Girl,Heavenly piece of art,Karuka,Hindi
10006,Boy,"Another name for god, workers",Karukar,Arabic
10007,Girl,Innocent,Karuli,Hindi
10008,Boy,Compassionate,Karun,Bengali
10009,Girl,Compassionate,Karuna,Bengali
10010,Girl,Merciful,Karuna,Hindi
10011,Boy,Merciful,Karuna sagar,Bengali
10012,Boy,Sea of compassion,Karunaanidhi,Bengali
10013,Boy,Merciful,Karunakar,Bengali
10014,Boy,Full of light,Karunamay,Bengali
10015,Girl,Merciful,Karunamayi,Bengali
10016,Boy,Merciful,Karunashankar,Bengali
10017,Boy,Lord of mercy,Karunesh,Bengali
10018,Boy,Lord of mercy,Karunesh,Hindi
10019,Girl,Compassionate,Karunya,Hindi
10020,Boy,Merciful,Karunya prakash,Bengali
10021,Boy,Lord karuppasamy,Karuppasamy,Bengali
10022,Girl,Robe of fur,Kasa,American
10023,Girl,Robe of fur,Kasa,Native-American
10024,Boy,Divided,"Kaseem, kasim",Arabic
10025,Boy,"Mock, ridicule",Kaseko,African
10026,Girl,Pure,Kasen,Scandinavian
10027,Girl,Brave,Kasey,Irish
10028,Girl,Luminous; pilgrimage spot,Kashi,Hindi
10029,Boy,Another name for god; one who displays,Kashif,Arabic
10030,Boy,Balaji,Kashik,Bengali
10031,Girl,The shiny one,Kashika,Hindi
10032,Boy,Lord shiva,Kashinath,Hindi
10033,Boy,Blessed by lord shiva,Kashiprasad,Bengali
10034,Boy,Name of velly,Kashmir,Sikh
10035,Girl,Belonging to kashmir,Kashmiri,Sikh
10036,Girl,Shining,Kashvi,Hindi
10037,Boy,Name of a sage,Kashyap,Bengali
10038,Boy,A sage and friend of pandavas,Kashyap,Hindi
10039,Girl,Earth,Kashyapi,Hindi
10040,Boy,Devotional place,Kasi,Bengali
10041,Girl,From the holy city,Kasi,Hindi
10042,Girl,From the holy city,Kasi,Hindu
10043,Girl,From katherine,Kasia,Polish
10044,Boy,"Earner,provider",Kasib,Arabic
10045,Boy,Fertile,"Kasib, kaseeb",Arabic
10046,Girl,Brave,Kasie,Irish
10047,Boy,Controller of anger,Kasim,African
10048,Boy,Another name for god; one who breaks,Kasir,Arabic
10049,Boy,Lord shiva,Kasish,Bengali
10050,Boy,Lord shiva,Kasish,Hindi
10051,Boy,Derived from casper,Kaspar,German
10052,Boy,Treasurer,Kasper,Persian
10053,Boy,Blackbird,Kass,German
10054,Girl,"Pure, from katherine",Kassia,Polish
10055,Girl,Clever,Kassidy,Celtic/Gaelic
10056,Girl,Clever,Kassidy,Irish
10057,Girl,Musk,Kasturi,Bengali
10058,Girl,"Musk, a fragrant material",Kasturi,Hindi
10059,Girl,Musk,Kasturika,Bengali
10060,Girl,Derived from catherine,Kat,American
10061,Girl,Worthy,Kata,Japanese
10062,Girl,Pure,Katalin,Hungarian
10063,Girl,"Pure, virginal",Katarina,Latin
10064,Girl,"Pure, virginal",Kate,Celtic/Gaelic
10065,Girl,"Pure, virginal",Kate,Irish
10066,Boy,Writer,Kateb,Arabic
10067,Boy,Writer,Kateb,Persian
10068,Girl,"Pure, virginal",Katelin,Celtic/Gaelic
10069,Girl,"Pure, virginal",Katelin,Irish
10070,Girl,Pure beauty,Katelyn,Celtic/Gaelic
10071,Girl,Pure beauty,Katelyn,Irish
10072,Girl,From catherine and lynn,Katelynn,Celtic/Gaelic
10073,Girl,From catherine and lynn,Katelynn,Irish
10074,Girl,"Pure, virginal",Katen,Celtic/Gaelic
10075,Girl,"Pure, virginal",Katen,Irish
10076,Girl,"Poetry, dialogue",Katha,Bengali
10077,Girl,"Poetry, dialogue",Katha,Sikh
10078,Girl,A folk dance,Kathakali,Bengali
10079,Boy,Sentence,Kathan,Bengali
10080,Girl,Wording,Kathanika,Bengali
10081,Girl,"Pure, virginal",Katharine,Greek
10082,Girl,"Pure, virginal",Katherine,Greek
10083,Girl,High bank of a river,Kathi,Bengali
10084,Girl,"Pure, virginal",Kathie,Celtic/Gaelic
10085,Girl,"Pure, virginal",Kathie,Irish
10086,Girl,A short story,Kathika,Bengali
10087,Boy,Sun,Kathiravan,Bengali
10088,Girl,"Pure, virginal",Kathleen,Celtic/Gaelic
10089,Girl,"Pure, virginal",Kathleen,Irish
10090,Girl,"Pure, virginal",Kathryn,Celtic/Gaelic
10091,Girl,"Pure, virginal",Kathryn,Irish
10092,Girl,"Pure, virginal",Kathy,Celtic/Gaelic
10093,Girl,"Pure, virginal",Kathy,Irish
10094,Girl,Pure,Katia,Slavic
10095,Girl,"Pure, virginal",Katie,Celtic/Gaelic
10096,Girl,"Pure, virginal",Katie,Irish
10097,Girl,Powerful daughter,Katima,American
10098,Girl,"Pure, unsullied",Katina,Greek
10099,Boy,Good judgement,Kato,Latin
10100,Girl,Pure,Katoka,Hungarian
10101,Girl,God is my crown,Katriel,Biblical
10102,Girl,God is my crown,Katriel,Hebrew
10103,Girl,Pure,Katrina,German
10104,Boy,Rich,Katungi,African
10105,Girl,"Pure, virginal",Katy,Celtic/Gaelic
10106,Girl,"Pure, virginal",Katy,Irish
10107,Girl,Goddess durda,Katyani,Bengali
10108,Boy,Name of a grammarian,Katyayan,Bengali
10109,Girl,Buying,Kaula,African
10110,Girl,Moonlight,Kaumudi,Bengali
10111,Girl,Moonlight,Kaumudi,Hindi
10112,Boy,Son of kunti,Kaunteya,Bengali
10113,Boy,Lake of paradise,Kausar,Arabic
10114,Boy,Lake of paradise,Kausar,Bengali
10115,Boy,"Clever, skilled",Kaushal,Bengali
10116,Boy,"Clever, skilled",Kaushal,Hindi
10117,Girl,Lord rama\'s mother,Kaushalya,Bengali
10118,Girl,Lord rama's mother,Kaushalya,Hindi
10119,Boy,Sentiment of love,Kaushik,Bengali
10120,Boy,Sentiment of love,Kaushik,Hindi
10121,Girl,Goddess durda,Kaushiki,Bengali
10122,Boy,As fast as kaushal,Kaushlender,Bengali
10123,Boy,,Kausik,Bengali
10124,Boy,"A legendary gem, a gem worn by lord vishnu",Kaustav,Bengali
10125,Boy,A jewel of lord vishnu,Kaustubh,Bengali
10126,Boy,A gem in lord vishnu\'s breast,Kaustuv,Bengali
10127,Boy,,Kautav,Bengali
10128,Boy,Joy,Kautik,Bengali
10129,Boy,Joy,Kautik,Hindi
10130,Boy,Name for chanakya,Kautilya,Bengali
10131,Boy,"Nivala, kodiyo",Kaval,Bengali
10132,Boy,"Water, poem",Kavan,Bengali
10133,Boy,Who,Kavan,Sikh
10134,Boy,"Lord of poets, lord ganesha",Kaveesha,Bengali
10135,Boy,Lotus,Kavel,Bengali
10136,Boy,Lotus,Kavel,Hindi
10137,Girl,A river,Kaveri,Hindi
10138,Girl,River,Kaveri,Hindu
10139,Boy,"A wise man, poet",Kavi,Bengali
10140,Boy,"A wise man, poet",Kavi,Hindi
10141,Boy,Poet,Kavi,Sikh
10142,Boy,"King of poet, king of poetry",Kaviarasan,Bengali
10143,Girl,Poetess,Kavika,Hindi
10144,Boy,"Handsome, beautiful",Kavin,Bengali
10145,Girl,Handsome/ beautiful,Kavin,Hindi
10146,Boy,Beautiful name,Kavin ram,Bengali
10147,Boy,Lord of poet,Kavinath,Bengali
10148,Boy,Poet or poetess,Kavindra,Bengali
10149,Girl,Poet,Kavindra,Hindi
10150,Girl,Poet,Kavindra,Hindu
10151,Boy,Lord of poet,Kavinesh,Bengali
10152,Boy,King of poet,Kaviraj,Bengali
10153,Boy,"King of poets, name of lord ganesh",Kavish,Bengali
10154,Boy,Name of lord ganesh,Kavish,Hindi
10155,Boy,Lyricists,Kavishree,Bengali
10156,Girl,Poem,Kavita,Hindi
10157,Boy,Book,Kavy,Bengali
10158,Girl,Poem,Kavya,Hindi
10159,Boy,Intelligent and born with poetry,Kavyansh,Bengali
10160,Boy,Intelligent and born with poetry,Kavyarajsinh,Bengali
10161,Boy,Na,Kawal,Sikh
10162,Girl,Na,Kawaljeet,Sikh
10163,Girl,Na,Kawaljit,Sikh
10164,Girl,Na,Kawalpreet,Sikh
10165,Girl,Rosy reflection in the sky,Kawena,Hawaiian
10166,Girl,Satellite,Kawkab,Arabic
10167,Girl,River in paradise,Kawthar,Arabic
10168,Girl,Rejoice,Kay,Greek
10169,Girl,Wise child,Kaya,American
10170,Girl,Resting place,Kaya,Japanese
10171,Boy,The name of a dynasty of king kaikobad,Kayan,Bengali
10172,Girl,Initals k and c,Kaycee,American
10173,Girl,Musical,Kaydence,American
10174,Boy,Cunning,Kayid,Arabic
10175,Girl,Long-awaited child,Kayin,African
10176,Girl,Wise child,Kayla,Arabic
10177,Girl,Wise child,Kayla,Persian
10178,Girl,From kay and lana,Kaylana,American
10179,Girl,Fromkay and lee alsosee chaeli,Kaylee,American
10180,Girl,Pure lass,Kayleen,American
10181,Boy,From initials k.o.,Kayo,American
10182,Boy,Ash,Kayonga,African
10183,Boy,Na,Kayosh,Hindi
10184,Boy,Dim. of cassius,Kaz,Polish
10185,Boy,Work,Kazi,African
10186,Boy,"Son of eagan, fiery",Keagan,Celtic/Gaelic
10187,Boy,"Son of eagan, fiery",Keagan,Irish
10188,Girl,"Flames, fire",Keahi,Hawaiian
10189,Girl,Little dark one,Keaira,Celtic/Gaelic
10190,Girl,Little dark one,Keaira,Irish
10191,Girl,Path,Keala,Hawaiian
10192,Boy,"Bold, sharp",Keane,German
10193,Girl,Cool mountain breeze,Keanu,Hawaiian
10194,Girl,Hawk's town,Keaton,English
10195,Boy,Earth,Keb,African
10196,Boy,"A field, name of shiva",Kedar,Bengali
10197,Boy,Lord shiva,Kedar,Hindi
10198,Girl,"Field,basin for water round a tree",Kedarika,Bengali
10199,Boy,Lord shiva,Kedarnath,Bengali
10200,Boy,"Old, ancient",Kedem,Biblical
10201,Boy,"Old, ancient",Kedem,Hebrew
10202,Girl,Towars the east,Kedma,Arabic
10203,Girl,Towars the east,Kedma,Persian
10204,Boy,"Handsome, beloved",Keefe,Celtic/Gaelic
10205,Boy,"Handsome, beloved",Keefe,Irish
10206,Boy,"Handsome, beloved",Keefer,Celtic/Gaelic
10207,Boy,"Handsome, beloved",Keefer,Irish
10208,Boy,"Son of eagan, fiery",Keegan,Celtic/Gaelic
10209,Boy,"Son of eagan, fiery",Keegan,Irish
10210,Girl,Lean,Keelan,Celtic/Gaelic
10211,Girl,Derived from keely,Keelia,Celtic/Gaelic
10212,Girl,Derives from keely,Keelia,Irish
10213,Girl,Fair and slender,Keelin,Celtic/Gaelic
10214,Girl,From the woods,Keelty,Celtic/Gaelic
10215,Girl,From the woods,Keelty,Irish
10216,Girl,Beauty,Keely,Celtic/Gaelic
10217,Girl,Beauty,Keely,Irish
10218,Girl,Wailing in mourning,Keen,Celtic/Gaelic
10219,Girl,Brave,Keena,Celtic/Gaelic
10220,Girl,Brave,Keena,Irish
10221,Boy,Little and ancient,Keenan,Celtic/Gaelic
10222,Boy,Little and ancient,Keenan,Irish
10223,Boy,"Wise, learned",Keene,Celtic/Gaelic
10224,Boy,"Bold, sharp",Keene,German
10225,Boy,"Wise, learned",Keene,Irish
10226,Girl,Little dark one,Keeran,Celtic/Gaelic
10227,Boy,Sing god\'s praise or glory,Keerat,Bengali
10228,Girl,Sing god's praise or glory,Keerat,Sikh
10229,Girl,One who sings glories of god,Keeratdeep,Sikh
10230,Girl,Sing god's praise or glory,Keerath,Sikh
10231,Boy,A type of music,Keertan,Bengali
10232,Girl,"Hymn, a song in praise of god",Keertana,Hindi
10233,Boy,A type of music,Keerthan,Bengali
10234,Girl,Devotional song,Keerthana,Hindi
10235,Boy,"Fame, good name",Keerthi,Bengali
10236,Boy,Holy song,Keethan,Bengali
10237,Girl,Garden flower,Keeya,African
10238,Girl,"Sandy, white",Kei,African
10239,Girl,Reverent,Kei,Japanese
10240,Boy,Lead cautiously,Keiji,Japanese
10241,Girl,Child,Keiki,Hawaiian
10242,Girl,Blessing,Keiko,Japanese
10243,Girl,Citadel,Keilah,Biblical
10244,Girl,Citadel,Keilah,Hebrew
10245,Girl,Black,Keir,Celtic/Gaelic
10246,Girl,Black haired,Keira,Celtic/Gaelic
10247,Girl,Black haired,Keira,Irish
10248,Boy,Little and dark,Keiran,Celtic/Gaelic
10249,Boy,Little and dark,Keiran,Irish
10250,Girl,Her life,Keisha,African-American
10251,Girl,Her life,Keisha,American
